AccNum,GeneName
NM_003782,B3GALT4
NM_006339,HMG20B
NM_006337,MCRS1
NM_001293163,NRF1
NM_006335,TIMM17A
NM_001286124,MARK1
NM_001293167,PANO1
NM_006330,LYPLA1
NM_001301036,TMCC3
NM_033121,ANKRD13A
NM_152402,TRAM1L1
NM_006026,H1FX
NM_001330269,ATP5MC2
NM_018321,BRIX1
NM_001349740,SLC36A1
NM_152663,RALGPS2
NM_005786,TSHZ1
NM_001256732,SSBP2
NM_005783,TXNDC9
NM_005781,TNK2
NM_001256737,GDAP1L1
NM_032354,TMEM107
NM_005788,PRMT3
NM_006356,ATP5PD
NM_002788,PSMA3
NM_000346,SOX9
NM_001352579,ACBD5
NM_006024,TAX1BP1
NM_002787,PSMA2
NM_001042724,NECTIN2
NM_001039706,CFAP69
NM_001039707,SDCCAG3
NM_001003684,UQCR10
NM_177965,C8orf37
NM_177964,LYPD6B
NM_015509,NECAP1
NM_001267039,LARP7
NM_001348803,ZBTB20
NM_015500,C2CD2
NM_001349852,TOP3B
NM_006023,CDC123
NM_015503,SH2B1
NM_001351290,CCSER2
NM_032367,ZBED3
NM_002430,MN1
NM_001134493,TOMM6
NM_002434,MPG
NM_001004439,ITGA11
NM_031950,FGFBP2
NM_001278669,NFATC1
NM_001289152,MICA
NM_001004431,METRNL
NM_052839,PANX2
NM_052838,Sep-01
NM_001318093,AP3S1
NM_052831,SLC18B1
NM_170735,BDNF
NM_144664,FAM76B
NM_170736,KCNJ15
NM_018951,HOXA10
NM_170739,MRPL11
NM_001130103,COL13A1
NM_033004,NLRP1
NM_138328,RHBDL3
NM_014700,RAB11FIP3
NM_183013,CREM
NM_001322497,ZNF799
NM_144665,SESN3
NM_007170,TESK2
NM_006020,ALKBH1
NM_001206,KLF9
NM_001204,BMPR2
NM_001353179,OVCH1
NM_001203,BMPR1B
NM_001200,BMP2
NM_001318893,ZNF184
NM_001353220,TRIM16L
NM_007223,GPR176
NM_022114,PRDM16
NM_022111,CLSPN
NM_022110,FKBPL
NM_030923,TMEM163
NM_021136,RTN1
NM_021134,MRPL23
NM_021133,RNASEL
NM_001089,ABCA3
NM_019088,PAF1
NM_148170,CTSC
NM_138493,CCDC167
NM_199165,ADSSL1
NM_019080,NDFIP2
NM_019083,TRMT13
NM_019082,DDX56
NM_138499,PWWP2B
NM_019087,ARL15
NM_019086,VSIG10
NM_024685,BBS10
NM_203434,IER5L
NM_014982,PCNX1
NM_001701,BAAT
NM_182498,ZNF428
NM_001317812,SLC25A37
NM_182491,ZFAND2A
NM_182492,LRP5L
NM_001005741,GBA
NM_017623,CNNM3
NM_017622,BORCS6
NM_017621,ALKBH4
NM_017620,ILF3
NM_017629,AGO4
NM_006055,LANCL1
NM_019884,GSK3A
NM_012239,SIRT3
NM_012238,SIRT1
NM_012237,SIRT2
NM_004496,FOXA1
NM_004497,FOXA3
NM_004491,ARHGAP35
NM_012231,PRDM2
NM_004493,HSD17B10
NM_001013703,EIF2AK4
NM_001013706,PLIN5
NM_133259,LRPPRC
NM_144716,CCDC12
NM_133445,GRIN3A
NM_144718,SPICE1
NM_000262,NAGA
NM_017955,CDCA4
NM_017956,TRMT12
NM_003200,TCF3
NM_003201,TFAM
NM_017953,ZNHIT6
NM_207113,SLC37A3
NM_153256,PROSER2
NM_145049,UBLCP1
NM_153252,BRWD3
NM_004272,HOMER1
NM_004273,CHST3
NM_004274,AKAP6
NM_001100588,RC3H2
NM_004278,PIGL
NM_001330170,FLOT2
NM_001330173,CDKN3
NM_144609,CCDC43
NM_001330177,PCNX4
NM_001330176,COPRS
NM_018451,CENPJ
NM_001124756,PABPC1L
NM_001014283,DCUN1D2
NM_198566,C5orf34
NM_001124758,SPNS2
NM_022802,CTBP2
NM_001199707,KIAA0895
NM_018452,TMEM242
NM_004927,MRPL49
NM_001080209,TMEM200C
NM_001161498,PLEKHD1
NM_000260,MYO7A
NM_016622,MRPL35
NM_018457,PRR13
NM_001128228,TPRN
NM_001160364,TMC7
NM_001324337,SHOC2
NM_001351489,SLC8A1
NM_020404,CD248
NM_025161,FAAP100
NM_022575,VPS16
NM_025163,PIGZ
NM_020409,MRPL47
NM_014112,TRPS1
NM_016530,RAB8B
NM_016531,KLF3
NM_016535,ZNF581
NM_176787,PIGN
NM_016538,SIRT7
NM_016539,SIRT6
NM_001271736,COPZ1
NM_015884,MBTPS2
NM_175868,MAGEA6
NM_175866,UHMK1
NM_001324,CSTF1
NM_001945,HBEGF
NM_018146,MRM3
NM_002155,HSPA6
NM_002154,HSPA4
NM_013338,ALG5
NM_001303506,PPP4C
NM_013334,GMPPB
NM_013337,TIMM22
NM_013336,SEC61A1
NM_001199873,B4GALT3
NM_013330,NME7
NM_001303501,CNN2
NM_182919,TICAM1
NM_018240,KIRREL1
NM_001243646,CD2BP2
NM_015576,ERC2
NM_002333,LRP3
NM_002840,PTPRF
NM_002843,PTPRJ
NM_002842,PTPRH
NM_002336,LRP6
NM_002334,LRP4
NM_001126103,RACGAP1
NM_001126106,SLC7A7
NM_001761,CCNF
NM_001190265,C1D
NM_024565,CCNJL
NM_024562,TANGO6
NM_024561,NAA16
NM_001354491,CSGALNACT1
NM_001308068,FLYWCH1
NM_182915,STEAP3
NM_001294314,TMEM116
NM_145306,FAM241B
NM_182917,EIF4G1
NM_031899,GORASP1
NM_014376,CYFIP2
NM_002079,GOT1
NM_031890,TMEM121B
NM_031895,CACNG8
NM_031896,CACNG7
NM_001013635,CCDC184
NM_014598,SOCS7
NM_147193,GLIS1
NM_014597,DNTTIP2
NM_001408,CELSR2
NM_001276320,YOD1
NM_001031701,NT5DC3
NM_001040431,COA3
NM_004468,FHL3
NM_001351985,C11orf54
NM_001145374,ALKBH2
NM_018453,EAPP
NM_018100,EFHC1
NM_001145373,OTUD1
NM_018456,EAF2
NM_018109,MTPAP
NM_005313,PDIA3
NM_002072,GNAQ
NM_002073,GNAZ
NM_031948,PRSS27
NM_014370,SRPK3
NM_014372,RNF11
NM_005649,ZNF354A
NM_005318,H1F0
NM_005319,HIST1H1C
NM_001014448,CPZ
NM_014377,DNAJC2
NM_005643,TAF11
NM_001318800,SEMA3F
NM_005646,TARBP1
NM_001100878,MROH6
NM_001204397,PITX2
NM_005645,TAF13
NM_023039,ANKRA2
NM_001355237,ZNF738
NM_001114938,CCDC17
NM_023034,NSD3
NM_023037,FRY
NM_031942,CDCA7
NM_001177479,HDX
NM_001278940,GTF2A1
NM_001171868,TMEM200B
NM_015527,TBC1D10B
NM_001202560,BUD23
NM_001407,CELSR3
NM_001017930,DCAF8L1
NM_001193424,SUV39H2
NM_001004354,NRARP
NM_003078,SMARCD3
NM_001330418,TLK2
NM_001286820,FRG2
NM_032019,HDAC10
NM_001079526,IKZF2
NM_001348424,ZNF148
NM_001466,FZD2
NM_032013,NDRG3
NM_032012,TMEM245
NM_032015,RNF26
NM_194279,ISCA2
NM_001036645,HHLA3
NM_001303131,GAS2L3
NM_007124,UTRN
NM_033495,KLHL13
NM_017581,CHRNA9
NM_001349798,FBXW7
NM_001286563,GRAMD1B
NM_170587,RGS20
NM_004845,PCYT1B
NM_001321267,MBOAT2
NM_016053,WASHC3
NM_016052,RRP15
NM_007122,USF1
NM_005792,MPHOSPH6
NM_016059,PPIL1
NM_152455,ZSCAN29
NM_001008530,LGMN
NM_004341,CAD
NM_001008539,SLC7A2
NM_207406,BEND4
NM_001031737,CCDC78
NM_173852,KRTCAP2
NM_001282568,ZCCHC17
NM_173854,SLC41A1
NM_001242894,ZKSCAN3
NM_001242896,DEPDC5
NM_001318088,SMPD1
NM_001242891,CSDE1
NM_024321,RBM42
NM_001317177,CHCHD3
NM_016239,MYO15A
NM_172107,KCNQ2
NM_016941,DLL3
NM_016231,NLK
NM_016230,CYB5R4
NM_016237,ANAPC5
NM_015528,RNF167
NM_016946,F11R
NM_001308341,CNN1
NM_001350561,TJAP1
NM_001004356,FGFRL1
NM_001290261,ZNF337
NM_015529,MOXD1
NM_001201407,ZNF778
NM_001351100,USP19
NM_001019,RPS15A
NM_001545,MRPL58
NM_001012,RPS8
NM_001547,IFIT2
NM_001016,RPS12
NM_001015,RPS11
NM_145169,SFT2D1
NM_001306215,ZNF827
NM_001282907,CCT8
NM_001282905,ZFAND4
NM_000946,PRIM1
NM_000944,PPP3CA
NM_000945,PPP3R1
NM_007262,PARK7
NM_000943,PPIC
NM_007260,LYPLA2
NM_000941,POR
NM_194259,UBE2I
NM_001320132,DFFB
NM_001165035,FBLN2
NM_001142467,HES4
NM_001320687,PIAS1
NM_001194997,CARS
NM_003942,RPS6KA4
NM_003941,WASL
NM_003940,USP13
NM_003945,ATP6V0E1
NM_138689,PPP1R14B
NM_001242335,LHX6
NM_001316772,GARS
NM_001331010,ITSN1
NM_022977,ACSL4
NM_176072,P2RY2
NM_001204814,ZNF586
NM_018225,SMU1
NM_020677,NMRAL1
NM_020675,SPC25
NM_020673,RAB22A
NM_001080414,CCDC88C
NM_007083,NUDT6
NM_007080,LSM6
NM_007086,WDHD1
NM_001080412,ZBTB38
NM_024779,PIP4K2C
NM_024954,UBTD1
NM_001080418,DLGAP3
NM_001080419,UNK
NM_001320350,TRPM2
NM_017549,EPDR1
NM_003800,RNGTT
NM_001101338,ZNF883
NM_014569,ZKSCAN5
NM_152407,GRPEL2
NM_017546,CNOT11
NM_017547,FOXRED1
NM_004689,MTA1
NM_004688,NMI
NM_001347901,ANKRD13D
NM_005921,MAP3K1
NM_032048,EMILIN2
NM_032139,ANKRD27
NM_004685,MTMR6
NM_004687,MTMR4
NM_001345918,WDR53
NM_001001852,PIM3
NM_020719,PRR12
NM_001924,GADD45A
NM_032016,STARD3NL
NM_020718,USP31
NM_001233,CAV2
NM_001242336,MFAP3
NM_004299,ABCB7
NM_006133,DAGLA
NM_003412,ZIC1
NM_006135,CAPZA1
NM_006134,TMEM50B
NM_006688,C1QL1
NM_006682,FGL2
NM_001286043,ACADM
NM_004295,TRAF4
NM_002265,KPNB1
NM_001286045,RBM7
NM_001127192,CNBP
NM_004292,RIN1
NM_001127198,TMC6
NM_020710,LRRC47
NM_020713,ZNF512B
NM_001015891,AK6
NM_153377,LRIG3
NM_001242784,HLCS
NM_198046,ZDHHC16
NM_005817,PLIN3
NM_001135215,ZSCAN31
NM_005815,ZNF443
NM_005813,PRKD3
NM_005811,GDF11
NM_024699,ZFAND1
NM_001161528,LRRD1
NM_005819,STX6
NM_139246,TSTD2
NM_006357,UBE2E3
NM_139245,PPM1L
NM_006351,TIMM44
NM_006353,HMGN4
NM_006352,ZBTB18
NM_001127441,CPA5
NM_001135055,TKT
NM_001546,ID4
NM_001324459,MYLPF
NM_001166691,TTK
NM_000137,FAH
NM_000136,FANCC
NM_017905,TMCO3
NM_001135217,LRRC23
NM_032374,APOPT1
NM_032375,AKT1S1
NM_032377,ELOF1
NM_032373,PCGF5
NM_032378,EEF1D
NM_152753,SCUBE3
NM_001320910,GABPB1
NM_001350492,MTHFD1L
NM_001184743,PGBD1
NM_001184742,ZBTB33
NM_001318527,TRAPPC2L
NM_014169,CHMP4A
NM_014168,METTL5
NM_177949,ARMCX2
NM_014165,NDUFAF4
NM_014167,CCDC59
NM_014166,MED4
NM_014161,MRPL18
NM_014160,MKRN2
NM_001319127,ZNF431
NM_018668,VPS33B
NM_001543,NDST1
NM_015566,FAM169A
NM_015567,SLITRK5
NM_015565,LTN1
NM_015562,UBXN7
NM_018667,SMPD3
NM_018664,BATF3
NM_018665,DDX43
NM_152716,PATL1
NM_021100,NFS1
NM_001305040,ZNF33B
NM_001305043,TMEM59
NM_002454,MTRR
NM_002455,MTX1
NM_017916,PIH1D1
NM_001320479,DUSP15
NM_001270470,SOCS2
NM_001270476,PPP2R5D
NM_052813,CARD9
NM_001256716,DNAAF3
NM_001317033,SPC24
NM_001301746,TMEM98
NM_033026,PCLO
NM_033025,SYDE1
NM_138300,PYGO2
NM_001282684,KCTD17
NM_001282687,SH3YL1
NM_001346413,PCF11
NM_001282680,GAPVD1
NM_033028,BBS4
NM_014788,TRIM14
NM_001226,CASP6
NM_001220,CAMK2B
NM_014781,RB1CC1
NM_014783,ARHGAP11A
NM_001229,CASP9
NM_014786,ARHGEF17
NM_001320905,DTYMK
NM_022132,MCCC2
NM_022130,GOLPH3
NM_001143782,FKBP11
NM_001143780,SLC25A39
NM_021116,ADCY1
NM_021117,CRY2
NM_021110,COL14A1
NM_001082480,ZNF623
NM_001347886,DNAH3
NM_018317,TBC1D19
NM_199141,CARM1
NM_001322216,DHX8
NM_170740,ALDH5A1
NM_000062,SERPING1
NM_139169,TRUB1
NM_005109,OXSR1
NM_005100,AKAP12
NM_005105,RBM8A
NM_170711,DAZAP1
NM_170710,WDR17
NM_170714,RASSF1
NM_004800,TM9SF2
NM_001272034,STXBP2
NM_001316345,RECK
NM_001316341,PSMD12
NM_001002913,PTRH1
NM_012257,HBP1
NM_001951,E2F5
NM_012250,RRAS2
NM_001488,TADA2A
NM_001018113,FANCB
NM_001330990,DHX30
NM_201403,MOB3C
NM_147161,ACOT11
NM_133463,AMZ1
NM_133464,ZNF483
NM_133467,CITED4
NM_006907,PYCR1
NM_006909,RASGRF2
NM_001137675,ATXN1L
NM_030940,ISCA1
NM_030943,AMN
NM_001128429,SMARCAD1
NM_003884,KAT2B
NM_003883,HDAC3
NM_001168370,CUL7
NM_130847,AMOTL1
NM_001128425,MUTYH
NM_170744,UNC5B
NM_020247,COQ8A
NM_020246,SLC12A9
NM_020245,TULP4
NM_004215,EBAG9
NM_020791,TAOK1
NM_020242,KIF15
NM_004210,NEURL1
NM_020240,CDC42SE2
NM_020799,STAMBPL1
NM_020798,USP35
NM_001330199,SCUBE2
NM_001321743,FAM168B
NM_032811,TBRG1
NM_198545,DRAXIN
NM_032815,NFATC2IP
NM_000683,ADRA2C
NM_001142784,IL11RA
NM_001037340,PDE4B
NM_018847,KLHL9
NM_146388,MRPL4
NM_020429,SMURF1
NM_020428,SLC44A2
NM_001354736,PFKM
NM_020422,TMEM159
NM_020421,ADCK1
NM_025145,CFAP43
NM_025144,ALPK1
NM_001351660,SLC39A14
NM_080627,SOGA1
NM_020158,EXOSC5
NM_080626,BRI3BP
NM_144994,ANKRD23
NM_024899,CEP76
NM_024896,ERMP1
NM_024897,PAQR6
NM_024894,NOL10
NM_001304953,PROCA1
NM_001012455,ZSCAN23
NM_001012981,ZKSCAN2
NM_017970,NRDE2
NM_001012989,UBE2NL
NM_145020,CFAP53
NM_145023,CCDC7
NM_002139,RBMX
NM_172105,EYA4
NM_001278594,ALDH6A1
NM_002133,HMOX1
NM_013313,YPEL1
NM_013312,HOOK2
NM_016238,ANAPC7
NM_001352398,STK33
NM_001242318,PDE7A
NM_018244,UQCC1
NM_024094,DSCC1
NM_006297,XRCC1
NM_024092,TMEM109
NM_024093,C2orf49
NM_024090,ELOVL6
NM_015325,ICE1
NM_024098,CCDC86
NM_182982,GRK4
NM_001318365,EXOSC1
NM_054035,UNC119
NM_006292,TSG101
NM_003088,FSCN1
NM_003089,SNRNP70
NM_003086,SNAPC4
NM_003082,SNAPC1
NM_003080,SMPD2
NM_145702,TIGD1
NM_001252406,ZBTB7B
NM_001321146,ZIK1
NM_001257389,CD63
NM_002687,PNN
NM_002686,PNMT
NM_001099289,SH3RF3
NM_002868,RAB5B
NM_002867,RAB3B
NM_002689,POLA2
NM_002863,PYGL
NM_002862,PYGB
NM_024548,CEP97
NM_024544,MUL1
NM_024546,RNF219
NM_000101,CYBA
NM_001323668,SRL
NM_001039888,ANKRD34A
NM_018248,NEIL3
NM_001130955,ARHGEF18
NM_001130957,CATSPERE
NM_018249,CDK5RAP2
NM_013439,PILRA
NM_001085365,MZT2A
NM_003083,SNAPC2
NM_001144952,SDK2
NM_001144950,SSC5D
NM_018163,DNAJC17
NM_001346315,ATG13
NM_001144958,CRACR2A
NM_004466,GPC5
NM_001007026,ATN1
NM_014572,LATS2
NM_012228,MSRB2
NM_014570,ARFGAP3
NM_014571,HEYL
NM_005484,PARP2
NM_005485,PARP3
NM_005480,TROAP
NM_005481,MED16
NM_005482,PIGK
NM_005483,CHAF1A
NM_080872,UNC5D
NM_080706,TRPV1
NM_015458,MTMR9
NM_080875,MIB2
NM_003620,PPM1D
NM_003626,PPFIA1
NM_003627,SLC43A1
NM_001007533,PPP1R27
NM_207119,LRRC20
NM_001145316,DSN1
NM_001007538,SHISA2
NM_207111,RNF216
NM_001348265,TBC1D25
NM_001318758,NFX1
NM_012106,ARL2BP
NM_001270481,PSMB6
NM_015101,COLGALT2
NM_001256385,LRRC39
NM_145245,EVI5L
NM_014315,KLHDC2
NM_005664,MKRN3
NM_001100816,MED7
NM_001100814,PIP4P1
NM_005668,ST8SIA4
NM_005669,REEP5
NM_001291999,NCK1
NM_145247,SFR1
NM_014319,LEMD3
NM_152379,C1orf131
NM_014454,SESN1
NM_001037984,SLC38A10
NM_023016,SOWAHC
NM_001286841,OSR2
NM_023012,RSRC2
NM_017488,ADD2
NM_001017916,CYB561
NM_145243,OMA1
NM_001352921,SGSH
NM_014983,HMGXB3
NM_001077619,UBXN2B
NM_001352385,STK4
NM_021625,TRPV4
NM_152522,ARL6IP6
NM_152524,SGO2
NM_032039,FAM234A
NM_032037,TSSK6
NM_032036,IFI27L2
NM_175065,HIST2H2AB
NM_001037144,CNTROB
NM_025160,WDR26
NM_030939,C6orf62
NM_001350879,TPK1
NM_000540,RYR1
NM_014458,KLHL20
NM_001322046,FASTKD1
NM_133474,ZNF721
NM_001322042,MCPH1
NM_001099771,POTEF
NM_001310160,PAX6
NM_016039,RTRAF
NM_016038,SBDS
NM_022658,HOXC8
NM_016035,COQ4
NM_002975,CLEC11A
NM_016037,UTP11
NM_016030,TRAPPC12
NM_016033,RMDN1
NM_001292025,CUEDC1
NM_015049,TRAK2
NM_001544,ICAM4
NM_015040,PIKFYVE
NM_015045,WAPL
NM_015044,GGA2
NM_015047,EMC1
NM_006913,RNF5
NM_003112,SP4
NM_001540,HSPB1
NM_173872,CLCN3
NM_003114,SPAG1
NM_133478,SLC4A5
NM_001270623,SLC16A7
NM_001276501,GPSM3
NM_006477,RASL10A
NM_019006,ZFAND6
NM_001276506,SDHD
NM_004714,DYRK1B
NM_017945,SLC35A5
NM_001354800,GCK
NM_017943,FBXO34
NM_139160,DEPDC7
NM_001161779,PDP1
NM_032852,ATG4C
NM_007269,STXBP3
NM_001783,CD79A
NM_194358,RNF41
NM_001402,EEF1A1
NM_001145297,EXOC7
NM_004040,RHOB
NM_001134404,CYB561D1
NM_001307937,COMMD9
NM_001569,IRAK1
NM_004048,B2M
NM_018349,MCTP2
NM_007244,PRR4
NM_007245,ATXN2L
NM_007246,KLHL2
NM_007247,SYNRG
NM_000960,PTGIR
NM_000745,CHRNA5
NM_000214,JAG1
NM_007243,NRM
NM_000942,PPIB
NM_133639,RHOV
NM_007249,KLF12
NM_133329,KCNG3
NM_030777,SLC2A10
NM_001100913,PACS2
NM_017784,OSBPL10
NM_001169109,SCO2
NM_001142446,ANK1
NM_009590,AOC2
NM_199337,TMEM179B
NM_199330,HOMER2
NM_001351834,ATM
NM_001083961,WDR62
NM_020655,JPH3
NM_001083962,TCF4
NM_001083965,TDRKH
NM_020651,PELI1
NM_001031803,LLGL2
NM_001297701,ALKBH6
NM_001031806,ALDH3A2
NM_001031804,MAF
NM_001080432,FTO
NM_024936,ZCCHC4
NM_001080436,WTIP
NM_001080437,SNED1
NM_024933,ANKRD53
NM_001330530,EIPR1
NM_001405,EFNA2
NM_001320371,ZNF582
NM_152495,CNIH3
NM_017567,NAGK
NM_173653,SLC9A9
NM_173657,C3orf33
NM_001347966,ENOX1
NM_001201329,PPP1R3B
NM_001297738,TBCA
NM_001330536,CENPX
NM_001297733,COX18
NM_001001872,C14orf37
NM_001100624,CENPN
NM_198681,PLEKHG5
NM_001135752,ECD
NM_023948,MOSPD3
NM_001105568,KIF13A
NM_001193571,CSRP1
NM_001105562,UBE4B
NM_001012241,MSL1
NM_001105564,CCHCR1
NM_001105565,SMTNL1
NM_006116,TAB1
NM_003435,ZNF134
NM_006112,PPIE
NM_006111,ACAA2
NM_003430,ZNF91
NM_001293298,CEMIP
NM_153042,KDM1B
NM_006118,HAX1
NM_078470,COX15
NM_001160170,NAT1
NM_024091,FASTKD3
NM_023940,RASL11B
NM_001348451,CHD1L
NM_023943,TMEM108
NM_198066,GNPNAT1
NM_001318765,HDHD2
NM_032521,PARD6B
NM_006378,SEMA4D
NM_001323551,ZC3H12A
NM_032520,GNPTG
NM_006373,VAT1
NM_139265,EHD4
NM_006371,CRTAP
NM_006370,VTI1B
NM_018346,RSAD1
NM_004863,SPTLC2
NM_001127460,PAN2
NM_001194998,CEP152
NM_001127464,ZNF469
NM_032527,ZGPAT
NM_001113203,NACA
NM_030628,INTS5
NM_080752,ZSWIM3
NM_001194995,C12orf65
NM_078481,ADGRE5
NM_001324039,UROS
NM_001355,DDT
NM_001131025,PEX5
NM_001346719,SGCE
NM_001252668,GULP1
NM_001329597,SCRG1
NM_001268284,LRRC8E
NM_031488,L3MBTL2
NM_001352,DBP
NM_001167947,TIMM17B
NM_145647,TBC1D31
NM_001146015,DLGAP5
NM_001330360,POLA1
NM_177925,H2AFJ
NM_001318503,DUSP9
NM_014141,CNTNAP2
NM_014140,SMARCAL1
NM_005879,TRAIP
NM_001318507,CTU2
NM_001318943,MEA1
NM_005875,EIF1B
NM_005877,SF3A1
NM_005876,SPEG
NM_005871,SMNDC1
NM_005870,SAP18
NM_005873,RGS19
NM_005872,BCAS2
NM_018310,BRF2
NM_015540,RPAP1
NM_018645,HES6
NM_015235,CSTF2T
NM_018648,NOP10
NM_001172818,PGM1
NM_018319,TDP1
NM_001080416,MYBL1
NM_001017995,SH3PXD2B
NM_001278624,NFXL1
NM_002478,MYOD1
NM_001321993,ZNF570
NM_001080410,FBXO41
NM_002477,MYL5
NM_001166012,ZSCAN30
NM_002473,MYH9
NM_031914,SYT16
NM_031917,ANGPTL6
NM_031910,C1QTNF6
NM_031913,ESYT3
NM_007085,FSTL1
NM_031918,KLF16
NM_001204747,RFC1
NM_001256071,RNF213
NM_001320831,SUGT1
NM_024955,FOXRED2
NM_001130144,LTBP3
NM_033513,TPGS1
NM_033512,TSPYL5
NM_033510,DISP2
NM_033517,SHANK3
NM_178562,TSPAN33
NM_001099692,EIF5AL1
NM_001099694,ZNF578
NM_015878,AZIN1
NM_004311,ARL3
NM_022048,CSNK1G1
NM_005297,MCHR1
NM_147686,TRAF3IP2
NM_001312660,GSTZ1
NM_030627,CPEB4
NM_001322230,RPS6KA5
NM_148179,RPP25L
NM_017542,POGK
NM_001277224,TAGLN2
NM_013284,POLM
NM_005126,NR1D2
NM_005125,CCS
NM_021243,ABRACL
NM_005121,MED13
NM_005120,MED12
NM_177543,PLPP2
NM_001258446,TOP1MT
NM_001301726,TCFL5
NM_001978,DMTN
NM_012279,ZNF346
NM_173467,MCAT
NM_173462,PAPLN
NM_173463,CCDC149
NM_001970,EIF5A
NM_004452,ESRRB
NM_001973,ELK4
NM_004454,ETV5
NM_173469,UBE2Q2
NM_004456,EZH2
NM_004187,KDM5C
NM_004184,WARS
NM_004185,WNT2B
NM_014808,FARP2
NM_004180,TANK
NM_001330200,RPL19
NM_001254738,RND3
NM_001006657,WDR35
NM_001288781,TTC8
NM_000022,ADA
NM_182767,SLC6A15
NM_030962,SBF2
NM_030961,TRIM56
NM_006965,ZNF24
NM_001142279,RNASEH2B
NM_030965,ST6GALNAC5
NM_006961,ZNF19
NM_024309,TNIP2
NM_030968,C1QTNF1
NM_001324115,UAP1
NM_020228,PRDM10
NM_004234,ZNF235
NM_001351738,RPUSD3
NM_004237,TRIP13
NM_001128159,VPS53
NM_020223,FAM20C
NM_004233,CD83
NM_005966,NAB1
NM_001143909,RPEL1
NM_001143906,TRAFD1
NM_001135691,SLC18A1
NM_032836,FIZ1
NM_032834,ALG10
NM_032833,PPP1R15B
NM_032832,LRP11
NM_175852,TXLNA
NM_001008707,EML1
NM_032839,DIRC2
NM_001289789,GPI
NM_005780,LHFPL6
NM_001324366,ADAL
NM_003248,THBS4
NM_000196,HSD11B2
NM_014962,BTBD3
NM_015627,LDLRAP1
NM_007187,WBP4
NM_001037232,ZNF829
NM_017845,COMMD8
NM_015626,WSB1
NM_174907,PPP4R2
NM_001315501,SLC22A18
NM_152611,LRRN4
NM_001146227,RPS20
NM_001303274,ACLY
NM_007189,ABCF2
NM_016578,RSF1
NM_016579,CD320
NM_007183,PKP3
NM_007181,MAP4K1
NM_016577,RAB6B
NM_016570,ERGIC2
NM_007186,CEP250
NM_007185,CELF3
NM_016573,GMIP
NM_014712,SETD1A
NM_001303007,DDAH2
NM_014713,LAPTM4A
NM_001289003,PHLPP2
NM_017990,PDPR
NM_005999,TSNAX
NM_145007,NLRP11
NM_017994,TMEM248
NM_203376,TMEM81
NM_017998,C9orf40
NM_203374,ZNF784
NM_203370,FAM212A
NM_002117,HLA-C
NM_014714,IFT140
NM_001143960,C2orf74
NM_002114,HIVEP1
NM_002119,HLA-DOA
NM_002118,HLA-DMB
NM_001184975,PACSIN3
NM_033087,ALG2
NM_021999,ITM2B
NM_007184,NISCH
NM_174909,TMEM167A
NM_001164716,PYGM
NM_001136273,ZFP92
NM_015908,SRRT
NM_000894,LHB
NM_006584,CCT6B
NM_006582,GMEB1
NM_006588,SULT1C4
NM_006589,FAM189B
NM_002804,PSMC3
NM_002807,PSMD1
NM_002806,PSMC6
NM_002801,PSMB10
NM_002800,PSMB9
NM_002803,PSMC2
NM_002574,PRDX1
NM_002809,PSMD3
NM_002808,PSMD2
NM_002145,HOXB2
NM_001323603,TASP1
NM_001286790,CNOT6L
NM_001122838,NAPEPLD
NM_001261451,UCK1
NM_001261459,ZNF484
NM_001145082,ZNF619
NM_022823,FNDC4
NM_003417,ZNF264
NM_014550,CARD10
NM_139025,ADAMTS13
NM_001318195,NDUFA8
NM_006139,CD28
NM_006101,NDC80
NM_005465,AKT3
NM_005469,ACOT8
NM_178450,Mar-03
NM_014089,NUP58
NM_001007559,SS18
NM_018418,SPATA7
NM_003607,CDC42BPA
NM_003609,HIRIP3
NM_018410,HJURP
NM_018413,CHST11
NM_001197237,BTN2A2
NM_180991,SLCO4C1
NM_001300977,ANKRD42
NM_001100389,TMEM192
NM_001318770,MRPL14
NM_014334,FRRS1L
NM_014335,EID1
NM_014399,TSPAN13
NM_014330,PPP1R15A
NM_014883,FAM13A
NM_152723,CCDC89
NM_032233,SETD3
NM_152721,DOK6
NM_152726,MICU2
NM_152727,CPNE2
NM_032237,POMK
NM_032236,USP48
NM_024081,PRRG4
NM_152729,NT5DC1
NM_032582,USP32
NM_005608,PTPRCAP
NM_023075,MPPE1
NM_023074,ZNF649
NM_023077,COA7
NM_023070,ZFP69B
NM_023073,C5orf42
NM_023072,ZSWIM4
NM_023079,UBE2Z
NM_023078,PYCR3
NM_001144939,VMO1
NM_018122,DARS2
NM_001321979,PDSS1
NM_001346339,MRRF
NM_004726,REPS2
NM_001144932,PSMB5
NM_001321972,MRPS11
NM_001144936,C11orf95
NM_004096,EIF4EBP2
NM_004725,BUB3
NM_152896,UHRF2
NM_152546,SRFBP1
NM_152547,BTNL9
NM_152544,TRMT44
NM_152542,PPM1K
NM_152540,SCFD2
NM_004099,STOM
NM_015686,FAM155B
NM_001350816,GRB10
NM_152549,CCDC112
NM_001127715,STXBP5
NM_001127713,ATL1
NM_054016,SRSF10
NM_144717,IL20RB
NM_001352672,NUCB2
NM_212543,B4GALT4
NM_016013,NDUFAF1
NM_016010,ZC2HC1A
NM_016018,PHF20L1
NM_001009999,KDM1A
NM_198040,PHC2
NM_015065,EXPH5
NM_018200,HMG20A
NM_015063,SLC8A2
NM_015062,PPRC1
